asr_result,correct_answer
北京外地车限行吗？,十九大主题
锁屏。,关机
锁屏。,妈妈的爸爸叫什么
用后置摄像头录像。,调高音量
用后置摄像头录像。,进入蜜蜂模式
发朋友圈说我结婚了。,关闭勿扰模式
发朋友圈说我结婚了。,苹果公司昨日的收盘情况
我想听摇滚歌曲。,姜文的电影
我想听摇滚歌曲。,发最近的三张照片到朋友圈说天气真好
北京限行限几环？,我想看奥斯卡获奖电影
北京限行限几环？,
熊猫基地几点开门？,
熊猫基地几点开门？,
怎么预防颈椎病？,
怎么预防颈椎病？,
小米六配置怎么样？,
小米六配置怎么样？,
打开ofo扫一扫。,
打开ofo扫一扫。,
帮我记一下。,
帮我记一下。,
如何自己在家炸油条？,
如何自己在家炸油条？,
香港有哪些必吃的美食？,
香港有哪些必吃的美食？,
今天温度怎么样？,
今天温度怎么样？,
打车去五道口。,
打车去五道口。,
关闭热点。,
关闭热点。,
无名之辈。,
无名之辈。,
属龙的和属马的在一起好不好？,
属龙的和属马的在一起好不好？,
中秋节是几月几号？,
中秋节是几月几号？,
双子座和什么星座最配？,
双子座和什么星座最配？,
查看妈妈的聊天记录。,
查看妈妈的聊天记录。,
这是什么？,
这是什么？,
西藏著名的景点有哪些？,
西藏著名的景点有哪些？,
看看600036股票当前的行情。,
看看600036股票当前的行情。,
王羲之的儿子。,
王羲之的儿子。,
哈利波特系列。,
哈利波特系列。,
打开微信付款码。,
打开微信付款码。,
播放睡前音乐。,
播放睡前音乐。,
来段经典相声。,
来段经典相声。,
魂斗罗的声音。,
魂斗罗的声音。,
布达拉宫要门票吗？,
布达拉宫要门票吗？,
打开微信扫一扫。,
打开微信扫一扫。,
我想看漫威电影。,
我想看漫威电影。,
郭德纲的综艺节目。,
郭德纲的综艺节目。,
吃什么可以安神？,
吃什么可以安神？,
音量最大。,
音量最大。,
麦兜的声音。,
麦兜的声音。,
我叫黑虎阿福，你准备受死吧！,
我叫黑虎阿福，你准备受死吧！,
读一首古诗。,
读一首古诗。,
虹膜炎传染吗？,
虹膜炎传染吗？,
最美的告白。,
最美的告白。,
用支付宝给你转账一个亿。,
用支付宝给你转账一个亿。,
爱琴海购物中心在哪里？,
爱琴海购物中心在哪里？,
打开无线网络。,
打开无线网络。,
明天星期几？,
明天星期几？,
池塘里有什么？,
池塘里有什么？,
华府景园的物业费。,
华府景园的物业费。,
静音。,
静音。,
打败小猪佩奇的是谁？,
打败小猪佩奇的是谁？,
生肖鼠和生肖牛的缘分怎么样？,
生肖鼠和生肖牛的缘分怎么样？,
这是什么车？,
这是什么车？,
苹果用英语怎么说？,
苹果用英语怎么说？,
我要听进击的段子。,
我要听进击的段子。,
青莲居士是谁？,
青莲居士是谁？,
义勇军进行曲的作者是谁？,
义勇军进行曲的作者是谁？,
19大主题。,
19大主题。,
关机。,
关机。,
妈妈的爸爸叫什么？,
妈妈的爸爸叫什么？,
调高音量。,
调高音量。,
进入密封模式。,
进入密封模式。,
关闭勿扰模式。,
关闭勿扰模式。,
苹果公司昨日的收盘情况。,
苹果公司昨日的收盘情况。,
姜文的电影。,
姜文的电影。,
发最近的三张照片到朋友圈说天气真好。,
发最近的三张照片到朋友圈说天气真好。,
我想看奥斯卡获奖电影。,
我想看奥斯卡获奖电影。,
